id,description,description_length,word_count,clean_description,cluster,title
374,"Pique fleece 1/4 zip - Made from plush textured fleece, the classic Pique 1/4-Zip has raglan sleeves and wears like a favorite old sweatshirt. Great for casual wear or as an active layering piece. The 100% polyester piqu? knit fleece is soft and warm, and contrast Supplex nylon reinforces the collar for extra durability. We added a left-side zippered security pocket to keep keys and phone handy. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Soft, 100% polyester piqu? knit face; fleece interior""</li> <li>Supplex reinforced collar</li> <li>Left-side zippered security pocket</li></ul><br><br><b>Fabric: </b>6-oz 100% polyester fleece. Trim: Supplex 100% nylon. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(346 g 12 oz)<br><br>Made in Vietnam.",823,110,pique fleece zip plush texture fleece classic pique zip raglan sleeve wear like favorite old sweatshirt great casual wear active layering piece polyester piqu knit fleece soft warm contrast supplex nylon reinforce collar extra durability add left zipper security pocket key phone handy recyclable common thread recycle program detail soft polyester piqu knit face fleece interior supplex reinforce collar leave zipper security pocket fabric polyester fleece trim supplex nylon recyclable common thread recycle program weight vietnam,-1,Pique fleece 1/4 zip
375,"Pique vitaliti polo shirt - The perfect summer fabric to keep your back from sticking to the seat. The pique polo's forward-thinking blend of 6.5-oz 70% organic cotton and 30% all-recycled polyester also wicks moisture during long walks beneath the Flatirons, highball V4s at Flagstaff and hardcore sodbusting sessions in your own back yard.<br><br><b>Details:</b><ul> <li>""Lightweight, quick-to dry organic cotton/recycled polyester fabric in a piqu? knit""</li> <li>Hidden snap-front placket</li> <li>Side vents</li></ul><br><br><b>Fabric: </b>6.5-oz 70% organic cotton/30% all-recycled polyester piqu??. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(262 g 9.1 oz)<br><br>Made in Thailand.",723,90,pique vitaliti polo shirt perfect summer fabric stick seat pique polo forward think blend organic cotton recycle polyester wick moisture long walk beneath flatiron highball flagstaff hardcore sodbusting session yard detail lightweight quick dry organic cotton recycle polyester fabric piqu knit hide snap placket vent fabric organic recycle polyester piqu recyclable common thread recycle program weight thailand,-1,Pique vitaliti polo shirt
376,"Polo shirt - Pulling on a polo opens the door to possibilities - the look gets you past people who enforce regulations, and the feel puts plans in motion. Ours has a hefty, 7.2-oz organic cotton fabric in a piqu? knit that keeps its casual composure (and bolsters yours), even when the occasion requires a steady smile or enclosed footwear. With a soft, athletic collar and a low-profile placket for increased durability over its long life. Recyclable through the Common Threads Recycling Program.  <br><br><b>Details:</b><ul> <li>Organic cotton piqu?</li> <li>Taped neck; frame-knit collar and cuffs</li> <li>3-button placket</li> <li>Taped side vents</li></ul><br><br><b>Fabric: </b>7.2-oz 100% organic cotton piqu?. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>300 g (10.6 oz)<br><br>Made in China.",834,116,polo shirt pull polo open door possibility look get past people enforce regulation feel put plan motion hefty organic cotton fabric piqu knit keep casual composure bolster occasion require steady smile enclose footwear soft athletic collar low profile placket increase durability long life recyclable common thread recycle program detail organic cotton piqu tape neck frame knit collar cuff button placket tape vent fabric organic cotton piqu recyclable common thread recycle program weight china,-1,Polo shirt
377,"Quiet please t-shirt - Thoreau said that ""silence is the universal refuge""   a sentiment made clear with the Quiet Please T-Shirt. Illustrated by the art team Heads of State, the tee has an inside message about Snowlands Network(SaveOurSnowlands.org), a group leading the charge to keep our winter wild lands serene preserving and protecting them for low-impact users. The shirt is recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in USA.",760,99,quiet shirt thoreau say silence universal refuge sentiment clear quiet shirt illustrate art team head state tee inside message snowland group lead charge winter wild land serene preserve protect low impact user shirt recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print ink phthalate free fabric organic cotton recyclable common thread recycle program weight usa,-1,Quiet please t
378,"R1 full-zip jkt - It stretches, breathes, wicks, and warms - no wonder so many serious trail and mountain athletes use and abuse our R1. And the full-zip front makes it even more versatile, from a midlayer in winter to a lightweight jacket on early spring mornings and alpine summer evenings. The high/low interior grid polyester enhances compressibility, airflow, insulation and dry time, and the jersey microfiber face allows smooth layering. Two zippered handwarmer pockets sit above the harness line and have glued-in (no seams) internal mesh pocket bags. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Versatile R1 fleece provides excellent stretch, warmth, wicking and breathability in a variety of temperatures""</li> <li>""High/low interior grid-structure enhances compressibility, airflow and dry time""</li> <li>Jersey microfiber face allows nonbinding layering</li> <li>Center-front zipper</li> <li>Handwarmer pockets</li></ul><br><br><b>Fabric: </b>R1: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>357 g (12.6 oz)<br><br>Made in Colombia.",1189,153,zip jkt stretch breathe wick warm wonder trail mountain athlete use abuse zip make versatile midlayer winter lightweight jacket early spring morning alpine summer evening high low interior grid polyester enhance compressibility airflow insulation dry time jersey microfiber face allow smooth layering zipper handwarmer pocket sit harness line glue seam internal mesh pocket bag recyclable common thread recycle program detail versatile fleece provide excellent stretch warmth wicking breathability variety temperature high low interior grid structure enhance compressibility airflow dry time jersey microfiber face allow nonbinde layering center zipper handwarmer pocket fabric polartec power dry polyester spandex recyclable common thread recycle program weight colombia,18,R1 full
379,"Lw guide pants - A backcountry version of our immensely popular Simple Guides, the Lightweight Guide Pants combine skiing and alpine climbing features with a lightweight, free-moving and highly breathable 4-way stretch-woven fabric. They resist moisture and provide mountain-worthy durability, and the fit allows for spring-weight underlayers on those brisk alpine starts. Reinforced, articulated knees enhance mobility, while the zippered and gusseted cuffs adjust to various boot girths, have a snap closure, and feature tie-down loops as well as crampon/ski edge scuff guards. With a zippered fly, belt loops and pockets (two hand, one glued-on right thigh) that close with laser-cut, glued-in zippers. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight 4-way stretch-woven polyester double weave with DWR (durable  water repellent) finish; separated zip waist (not pull-on)</li> <li>Belt loops; partial elasticized waistband</li> <li>""Zip fly; pockets: two zippered hand, one zippered thigh, right glued-on thigh""</li> <li>Hand and thigh zips are laser-cut and glued; reinforced knees to resist abrasion</li> <li>Articulated knees; crampon/ski-edge scuff guard</li> <li>Zippered and snap gusset with full gripper elastic</li> <li>Tie-down loops at ankle cuffs</li></ul><br><br><b>Fabric: </b>6.2-oz 91% all-recycled polyester/9% spandex double weave with Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>405 g (14.3 oz)<br><br>Made in Thailand.",1571,202,guide pant backcountry version immensely popular simple guide lightweight guide pant combine skiing alpine climbing feature lightweight free move highly breathable way stretch weave fabric resist moisture provide mountain worthy durability fit allow spring weight underlayer brisk alpine start reinforce articulate knee enhance mobility zippered gussete cuff adjust boot girth snap closure feature tie loop crampon ski edge scuff guard zippered fly belt loop pocket hand glue right thigh close laser cut glue zipper recyclable common thread recycle program detail lightweight way stretch weave polyester double weave dwr durable water repellent finish separate zip waist pull belt loop partial elasticize waistband zip fly pocket zippered hand zippered thigh right glue thigh hand thigh zip laser cut glue reinforce knee resist abrasion articulate knee crampon ski edge scuff guard zipper snap gusset gripper elastic tie loop ankle cuff fabric recycle spandex double weave deluge dwr durable water repellent finish recyclable common thread recycle program weight thailand,0,Lw guide pants
380,"Lw r4 jkt - High off the deck on Warbonnet Peak in the immaculate Wind River Mountains, the naming of the range quickly makes sense. Our windproof and stretchy Lightweight R4 Jacket protects and warms with a Polartec Windbloc laminate sandwiched between a low-nap polyester microfleece face and a high/low grid polyester interior. Unlaminated R1 underarm panels (60% recycled polyester) enhance breathability and mobility, while a neck gasket seals out the elements. Seamless shoulders allow pack-wearing comfort. With three external pockets (the handwarmers stay clear of your harness), one internal drop-in pocket and a drawcord hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, durable low-nap microfleece face""</li> <li>Full-stretch Polartec Windbloc laminate</li> <li>R1 interior-grid construction speeds wicking</li> <li>Nonlaminated R1 fabric under the arms enhances mobility and breathability</li> <li>Drawcord collar with Supplex stand; protective chin flap for comfort; seamless shoulders for comfort under a pack</li> <li>""Pockets: two handwarmers, one chest and two internal drop-in""</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>Lightweight R4 shell: 8-oz Polartec Windbloc 100% polyester microfleece laminated to R1 Polartec Power Dry polyester. R1 panels: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>467 g (16.5 oz)<br><br>Made in Colombia.",1521,195,jkt high deck warbonnet peak immaculate wind river mountain naming range quickly make sense windproof stretchy lightweight jacket protect warm polartec windbloc laminate sandwich low nap polyester microfleece face high low grid polyester interior unlaminated underarm panel recycled polyester enhance breathability mobility neck gasket seal element seamless shoulder allow pack wear comfort external pocket handwarmer stay clear harness internal drop pocket drawcord hem recyclable common thread recycle program detail lightweight durable low nap microfleece face stretch polartec windbloc laminate interior grid construction speed wicke nonlaminate fabric arm enhance mobility breathability drawcord collar supplex stand protective chin flap comfort seamless shoulder comfort pack pocket handwarmer chest internal drop drawcord hem fabric lightweight shell polartec windbloc polyester microfleece laminate polartec power dry polyester panel polartec power dry polyester spandex recyclable common thread recycle program weight colombia,-1,Lw r4 jkt
381,"R2 jkt - A modern mountain staple, the adaptable R2 Jacket serves as a stand-alone outer layer when you're on the go or as a superb insulating layer under a shell. The stretchy polyester knit uses variable-length fibers to optimize insulation and compressibility while affording outstanding breathability, warmth, moisture-management and minimal weight. Stretchy R1 fabric (made with 60% recycled polyester) inside the collar and cuffs enhances skin comfort, and the pliable R2 body fabric means you'll move easily. With an easy-to-use front zipper, glued-in zippered pockets (one chest and two handwarmers) and forward-set shoulder seams for pack-wearing comfort. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Highly technical R2 fabric is light, stretchy and compressible, with great breathability""</li> <li>""Insulating long fibers alternate with dense, supportive short fibers to optimize insulation and reduce bulk""</li> <li>Directional knit wicks moisture and speeds dry time</li> <li>Inner collar lined with R1 fabric (made with recycled polyester) for next-to-skin comfort; collar and protective chin flap lined with R1 fabric (made with recycled polyester) for next-to-skin comfort</li> <li>Low-bulk R1 fabric cuffs</li> <li>Pockets: one chest and zippered handwarmers; zippers all welded and reinforced with Supplex for snag-free operation</li> <li>Shoulder seams set forward for pack-wearing comfort</li></ul><br><br><b>Fabric: </b>R2 shell: 7.4-oz Polartec Thermal Pro 100% polyester (40% recycled) fleece. R1 panels: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>419 g (14.8 oz)<br><br>Made in Colombia.",1757,231,jkt modern mountain staple adaptable jacket serve stand outer layer superb insulate layer shell stretchy polyester knit use variable length fiber optimize insulation compressibility afford outstanding breathability warmth moisture management minimal weight stretchy fabric recycled polyester inside collar cuff enhance skin comfort pliable body fabric mean easily easy use zipper glue zippered pocket chest handwarmer forward set shoulder seam pack wear comfort recyclable common thread recycle program detail highly technical fabric light stretchy compressible great breathability insulate long fiber alternate dense supportive short fiber optimize insulation reduce bulk directional knit wick moisture speed dry time inner collar line fabric recycled polyester skin comfort collar protective chin flap line fabric recycled polyester skin comfort low bulk fabric cuff pocket chest zipper handwarmer zipper weld reinforce supplex snag free operation shoulder seam set forward pack wear comfort fabric shell polartec thermal pro polyester recycle fleece panel polartec power dry polyester spandex recyclable common thread recycle program weight colombia,-1,R2 jkt
382,"Rain shadow jkt - Staying inside isn't the only way to stay dry - enjoy the trails in all conditions with fully seam-sealed waterproof/breathable protection. The Rain Shadow is made from a packable, lightweight and tear-resistant 2.5-layer 100% nylon fabric with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish. On the inside, a raised pattern diffuses and channels moisture away from skin, aids in hassle-free layering, and enhances long-term durability. Updated with microfleece lining on the neck and chin, waterproof handwarmer pockets (no longer mesh-lined) with zipper garages, and external zippers that are now water-resistant (without storm flaps). Also features a roll-down, 2-way-adjustable, helmet-compatible hood, a 2-way center-front zipper, self-fabric cuff tabs and a drawcord hem.<br><br><b>Details:</b><ul> <li>""2.5-layer tear-resistant fabric with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish; highly engineered interior surface texture channels moisture away from skin, protects the waterproof barrier from abrasion and slides easily over layers""</li> <li>""Roll-down, 2-way-adjustable hood with a laminated visor for improved hood structure and visibility in poor conditions""</li> <li>Microfleece-lined neck and chin for comfort and enhanced protection of barrier</li> <li>""All exterior zippers (center front, handwarmer pockets and pit zips) have a water-resistant  coating to keep you dry without extra storm flaps and hook-and-loop closures""</li> <li>Waterproof handwarmer pockets - without mesh lining</li> <li>Updated custom zipper pulls</li> <li>""Low-profile, laminated self-fabric cuff tabs; drawcord hem""</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.5-oz 100% nylon with a waterproof/breathable H2No barrier and Deluge DWR finish""<br><br><b>Weight: </b>(331 g 11.5 oz)<br><br>Made in Vietnam.",1901,246,rain shadow jkt stay inside way stay dry enjoy trail condition fully seam seal waterproof breathable protection rain shadow packable lightweight tear resistant layer nylon fabric waterproof breathable barrier deluge dwr durable water repellent finish inside raise pattern diffuse channel moisture away skin aid hassle free layering enhance long term durability update microfleece line neck chin waterproof handwarmer pocket long mesh line zipper garage external zipper water resistant storm flap feature roll way adjustable helmet compatible hood way center zipper self fabric cuff tab drawcord hem detail layer tear resistant fabric waterproof breathable barrier deluge dwr durable water repellent finish highly engineer interior surface texture channel moisture away skin protect waterproof barrier abrasion slide easily layer roll way adjustable hood laminated visor improved hood structure visibility poor condition microfleece line neck chin comfort enhance protection barrier exterior zipper center handwarmer pocket pit zips water resistant coating dry extra storm flap hook loop closure waterproof handwarmer pocket mesh lining update custom zipper pull low profile laminate self fabric cuff tab drawcord hem fabric layer nylon waterproof breathable barrier deluge dwr finish weight vietnam,2,Rain shadow jkt
383,"Lw everyday socks - An essential part of the daily grind, these exceptionally soft, wearable socks have an inviting mix of 55% organic cotton/40% stretch nylon/5% spandex for moisture-wicking next-to-skin comfort. An open grid over the top of the foot and a looped Lintoe construction combine to create excellent airflow for breathability and kick-your-feet-up foot comfort. The jersey-knit cuff extends to mid-calf; height is 9.5"".<br><br><b>Details:</b><ul> <li>Organic cotton and nylon blend is ideal for everyday use</li> <li>""Fabric content and strategic knit balance moisture wicking, cushioning, durability and comfort""</li> <li>An open grid over top of foot allows excellent airflow and breathability</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort</li></ul><br><br><b>Fabric: </b>55% organic cotton/40% nylon/5% spandex<br><br><b>Weight: </b>(49 g 1.7 oz)<br><br>Made in USA.",945,124,everyday sock essential daily grind exceptionally soft wearable sock invite mix organic stretch spandex moisture wicke skin comfort open grid foot loop lintoe construction combine create excellent airflow breathability kick foot foot comfort jersey knit cuff extend mid calf height detail organic cotton nylon blend ideal everyday use fabric content strategic knit balance moisture wicking cushioning durability comfort open grid foot allow excellent airflow breathability loop lintoe construction create small flat seam possible ultimate toe comfort fabric organic spandex weight usa,10,Lw everyday socks
384,"Lw guide pants - A backcountry version of our immensely popular Simple Guides, the Lightweight Guide Pants combine skiing and alpine climbing features with a lightweight, free-moving and highly breathable 4-way stretch-woven fabric. They resist moisture and provide mountain-worthy durability, and the fit allows for spring-weight underlayers on those brisk alpine starts. The gusseted crotch and reinforced, articulated knees allow unrestrained mobility, while the zippered and gusseted cuffs adjust to various boot girths, have a snap closure, and feature tie-down loops as well as crampon/ski edge scuff guards. With a 2-way zip fly, belt loops and pockets (two hand, one glued-on right thigh) that close with laser-cut, glued-in zippers. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight 4-way stretch-woven polyester double weave with DWR (durable water repellent) finish; gusseted crotch</li> <li>Separated zip waist (not pull-on); Belt loops</li> <li>""2-way zip fly; pockets: two zippered handwarmers, one zippered thigh, right glued-on thigh""</li> <li>Zippers: hand and thigh are laser cut and glued</li> <li>Reinforced knees to resist abrasion; articulated knees</li> <li>Crampon/ski-edge scuff guard; zippered and snap gusset with full gripper elastic</li> <li>Tie-down loops at ankle cuffs</li></ul><br><br><b>Fabric: </b>6.2-oz 91% all-recycled polyester/9% spandex double weave with Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>439 g (15.5 oz)<br><br>Made in Thailand.",1609,209,guide pant backcountry version immensely popular simple guide lightweight guide pant combine skiing alpine climbing feature lightweight free move highly breathable way stretch weave fabric resist moisture provide mountain worthy durability fit allow spring weight underlayer brisk alpine start gussete crotch reinforce articulate knee allow unrestrained mobility zippered gussete cuff adjust boot girth snap closure feature tie loop crampon ski edge scuff guard way zip fly belt loop pocket hand glue right thigh close laser cut glue zipper recyclable common thread recycle program detail lightweight way stretch weave polyester double weave dwr durable water repellent finish gussete crotch separate zip waist pull belt loop way zip fly pocket zippered handwarmer zippered thigh right glue thigh zipper hand thigh laser cut glue reinforce knee resist abrasion articulated knee crampon ski edge scuff guard zippered snap gusset gripper elastic tie loop ankle cuff fabric recycle spandex double weave deluge dwr durable water repellent finish recyclable common thread recycle program weight thailand,0,Lw guide pants
385,"Lw hiking crew liner socks - Liners take the brunt of our rambles. They add lightweight warmth in cold conditions, reduce chafing when paired with a sock, and keep feet dry and cool when worn solo in sweltering weather. Made from a jersey-knit construction of 60% polyester (100% recycled) with 37% nylon for superior moisture transport, quick-drying performance and absolute durability; 3% spandex provides shape retention and give; looped Lintoe construction provides added comfort. Height is 9.5"".<br><br><b>Details:</b><ul> <li>Lightweight polyester and nylon blend strategically knit for excellent wicking and a speedy dry time</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort</li></ul><br><br><b>Fabric: </b>60% all-recycled polyester/37% nylon/3% spandex<br><br><b>Weight: </b>(40 g 1.4 oz)<br><br>Made in USA.",877,117,hike crew liner sock liner brunt ramble add lightweight warmth cold condition reduce chafing pair sock foot dry cool wear solo swelter weather jersey knit construction polyester recycle nylon superior moisture transport quick dry performance absolute durability spandex provide shape retention loop lintoe construction provide add comfort height detail lightweight polyester nylon blend strategically knit excellent wicking speedy dry time loop lintoe construction create small flat seam possible ultimate toe comfort fabric recycle spandex weight usa,10,Lw hiking crew liner socks
386,"Storm light jkt - An emerging classic, inspired by the original Storm Jacket and holding true to timeless traits: It's waterproof, breathable and comfortable. Built for warm-weather use and engineered to be recycled at the end of its days, the Storm Light keeps you dry and in motion - from lowland treks to high-mountain passes. Full waterproof/breathable protection combines with a hanging mesh and taffeta liner for a soft, pliable, comfortable feel. Storm flaps cover the pit zips, the three external zippered pockets and the center-front 2-way zipper. Other details include a soft chamois chin guard, a 2-way-adjustable hood that rolls down into the microfleece-lined collar, an internal drop-in pocket and a drawcord hem. Cuffs secure with self-fabric tabs. Recyclable through the Common Threads Recycling.<br><br><b>Details:</b><ul> <li>2-layer polyester fabric with waterproof/breathable H2No barrier and a hanging mesh-and-taffeta liner for greater comfort</li> <li>2-way-adjustable and stowable hood</li> <li>Soft chamois chin guard</li> <li>""Storm flaps on center-front zipper, pit zips, and external pocket zippers""</li> <li>""Pockets: one external left chest, two handwarmers, one internal drop-in""</li> <li>Cuffs secure with self-fabric tab</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>""Shell: 2-layer, 75-denier 3.8-oz 100% polyester laminate with a waterproof/ breathable H2No barrier and Deluge DWR (durable water repellent) finish. Shell lining: 2.9-oz 100% all-recycled polyester mesh. Hood lining: 2.3-oz 50-denier 100% all-recycled polyester taffeta. Collar lining and chin flap: 5.5-oz 100% polyester brushed-jersey. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(689 g 23.9 oz)<br><br>Made in China.",1763,233,storm light jkt emerge classic inspire original storm jacket hold true timeless trait waterproof breathable comfortable build warm weather use engineer recycle end day storm light keep dry motion lowland trek high mountain pass waterproof breathable protection combine hang mesh taffeta liner soft pliable comfortable feel storm flap cover pit zips external zippered pocket center way zipper detail include soft chamois chin guard way adjustable hood roll microfleece line collar internal drop pocket drawcord hem cuff secure self fabric tab recyclable common thread recycle detail layer polyester fabric waterproof breathable barrier hang mesh taffeta liner great comfort way adjustable stowable hood soft chamois chin guard storm flap center zipper pit zips external pocket zipper pocket external left chest handwarmer internal drop cuff secure self fabric tab drawcord hem fabric shell layer deni polyester laminate breathable barrier deluge dwr durable water repellent finish shell lining recycle polyester mesh hood lining deni recycle polyester taffeta collar lining chin flap polyester brushed jersey recyclable common thread recycle program weight china,2,Storm light jkt
387,"Stretch ascent jkt - Simple, stretchy, lightweight and waterproof. Made for alpine climbs where the realities include sideways-blowing sleet, our Stretch Ascent Jacket provides full stormproof protection and extraordinary breathability. The stretch-woven polyester (100% recycled) and waterproof/breathable barrier combine in a pliable 2.5-layer fabric package that enables your most limber moves. The roll-down, helmet-compatible hood adjusts in three ways with an easy-to-use single-pull system. A water-resistant, coated center-front zipper remains easy to open and close, the water-resistant external pocket zippers have zipper garages, and the third pocket is an internal drop-in. Cuffs secure with self-fabric tabs, and the hem's drawcord routes through the pockets. The hood's structured visor improves visibility in poor conditions. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""H2No waterproof/breathable, 2.5-layer stretch-woven shell""</li> <li>""Helmet compatible, roll-down, single-pull 3-way adjustable hood with laminated visor""</li> <li>Front zipper offers extreme water resistance and easy zipping</li> <li>""Pockets: two PU-zippered handwarmers with zipper garages, one internal drop-in""</li> <li>Cuffs secure with self-fabric hook-and-loop cuff closures</li> <li>Hem drawcord routed through pockets</li></ul><br><br><b>Fabric: </b>""2.5-layer, 50-denier 4.1-oz 100% all-recycled stretch-woven polyester with a waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>476 g (16.8 oz)<br><br>Made in Vietnam.",1670,198,stretch ascent jkt simple stretchy lightweight waterproof alpine climb reality include sideways blow sleet stretch ascent jacket provide stormproof protection extraordinary breathability stretch weave polyester recycle waterproof breathable barrier combine pliable layer fabric package enable limber move roll helmet compatible hood adjust way easy use single pull system water resistant coated center zipper remain easy open close water resistant external pocket zipper zipper garage pocket internal drop cuff secure self fabric tab hem drawcord route pocket hood structured visor improve visibility poor condition recyclable common thread recycle program detail waterproof breathable layer stretch weave shell helmet compatible roll single pull way adjustable hood laminated visor zipper offer extreme water resistance easy zipping pocket zippered handwarmer zipper garage internal drop cuff secure self fabric hook loop cuff closure hem drawcord route pocket fabric layer deni recycle stretch weave polyester waterproof breathable barrier deluge dwr durable water repellent finish recyclable common thread recycle program weight vietnam,2,Stretch ascent jkt
388,"Lw sun hoody - A highly evolved second skin designed to maximize your time on the water. For simultaneous air conditioning and tough 30-UPF sun protection, the super-breathable, fast drying Sun Hoody is made of lightweight polyester jersey. A 3-panel hood protects your head, a hip-closure pocket keeps keys, wax and hand lines sorted, and we've added thumb loops at the cuffs for added coverage. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft and supple polyester fabric with sun protection</li> <li>""3-panel, self-fabric hood provides airy, ventilated sun protection""</li> <li>Thumb loops at cuffs for added coverage and sun protection</li> <li>Zippered pocket at hip</li> <li>Flat seams reduce chafe</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey with 30-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(250 g 8.7 oz)<br><br>Made in Vietnam.",954,127,sun hoody highly evolve second skin design maximize time water simultaneous air conditioning tough upf sun protection super breathable fast dry sun hoody lightweight polyester jersey panel hood protect head hip closure pocket keep key wax hand line sort add thumb loop cuff add coverage recyclable common thread recycle program detail soft supple polyester fabric sun protection panel self fabric hood provide airy ventilate sun protection thumb loop cuff add coverage sun protection zipper pocket hip flat seam reduce chafe fabric polyester jersey upf sun protection recyclable common thread recycle program weight vietnam,-1,Lw sun hoody
389,"Lw travel courier - This graceful rendition of the courier bag is sleek and nearly weightless. It has a zippered closure with adjustable drawstring, and a zippered security pocket for your bike light or prayer beads. Its breathable, adjustable shoulder strap is comfortable and quick-drying. When not in use, the bag stuffs into its own pocket for easy stowing. Made with strong yet extremely lightweight 50-denier triple-ripstop nylon with a polyurethane coating and a DWR (durable water repellent) finish. Bottom reinforcement is 150-denier polyester (47% recycled) double-weave ShiftLayer.<br><br><b>Details:</b><ul> <li>Main compartment accessed through top by zippered closure with adjustable drawstring</li> <li>Zippered security pocket and key clip</li> <li>Bag stuffs into its own pocket when not in use</li> <li>""Breathable shoulder strap is ultralight, quick-drying and adjustable""</li> <li>Extremely lightweight triple-ripstop fabric affords excellent tear resistance</li></ul><br><br><b>Fabric: </b>50-denier 100% nylon triple ripstop with polyurethane coating and a DWR (durable water repellent) finish. Reinforcements: 150-denier 100% polyester (47% recycled) double-weave ShiftLayer<br><br><b>Weight: </b>(222 g 7.7 oz)<br><br>Made in Philippines.",1262,160,travel courier graceful rendition courier bag sleek nearly weightless zippered closure adjustable drawstring zippered security pocket bike light prayer bead breathable adjustable shoulder strap comfortable quick drying use bag stuff pocket easy stowing strong extremely lightweight deni triple ripstop nylon polyurethane coating dwr durable water repellent finish reinforcement deni polyester recycle double weave shiftlayer detail main compartment access zippered closure adjustable drawstring zipper security pocket key clip bag stuff pocket use breathable shoulder strap ultralight quick dry adjustable extremely lightweight triple ripstop fabric afford excellent tear resistance fabric deni nylon triple ripstop polyurethane coating dwr durable water repellent finish reinforcement deni polyester recycle double weave shiftlayer weight philippine,11,Lw travel courier
390,"Reg fit organic ctn jeans-short - 100% organic cotton denim and an obsession with detail make these the right jeans for just about any occasion. The rugged yet soft 10-oz organic cotton denim breaks in just right, and they feature a zip fly with a button closure and 5-pocket-jeans styling. Available in two distinct washes and three inseam lengths (short, 30""; regular, 32""; and long, 34""). Even though they'll look their best after five years of wear, we'll still take them back for recycling through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>10-oz durable yet soft organic cotton denim</li> <li>Button-closure zip fly</li> <li>5-pocket jeans styling</li> <li>""Inseam is 30""""""</li></ul><br><br><b>Fabric: </b>10-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Mexico.",882,124,reg fit organic ctn jean short organic cotton denim obsession detail right jean occasion rugged soft organic cotton denim break right feature zip fly button closure pocket jean styling available distinct wash inseam length short regular long look good year wear recycle common thread recycle program detail durable soft organic cotton denim button closure zip fly pocket jean styling inseam fabric organic cotton denim recyclable common thread recycle program weight mexico,5,Reg fit organic ctn jeans
